"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","PriceMatrixId__c","AdjustmentAmount__c","AdjustmentType__c","BandSize__c","Condition__c","Dimension1Value__c","Dimension2Value__c","Dimension3Value__c","Dimension4Value__c","Dimension5Value__c","Dimension6Value__c","EndFactor__c","PriceOverride__c","Sequence__c","StartFactor__c","FlatPrice__c","TierEndValue__c","TierStartValue__c","UsageRate__c","IsIncluded__c"
"a0VE0000000BefOMAS","0","ME-0000001069","2012-12-10 19:23:48","005E0000001em2EIAQ","2012-12-10 19:23:48","005E0000001em2EIAQ","2012-12-10 19:23:48","","a0WE00000044WRTMA2","100.00000","Markup Amount","","{   ""sObjectName"" : ""LineItem__c"",   ""sObjectLabel"" : ""Line Item"",   ""filter"" : {     ""predicates"" : [ {       ""RowNum"" : 1,       ""FieldValue"" : ""100"",       ""FieldType"" : ""CURRENCY"",       ""FieldName"" : ""BaseCost__c"",       ""FieldLabel"" : ""Base Cost"",       ""CompOper"" : ""greater than"",       ""BoolOper"" : null     } ],     ""condExpr"" : ""1"",     ""childFilter"" : null   } }","","","","","","","","","1","","","","","",""
"a0VE0000000BefPMAS","0","ME-0000001070","2012-12-10 19:23:48","005E0000001em2EIAQ","2012-12-10 19:23:48","005E0000001em2EIAQ","2012-12-10 19:23:48","","a0WE00000044WRTMA2","50.00000","Markup Amount","","{   ""sObjectName"" : ""LineItem__c"",   ""sObjectLabel"" : ""Line Item"",   ""filter"" : {     ""predicates"" : [ {       ""RowNum"" : 1,       ""FieldValue"" : ""100"",       ""FieldType"" : ""CURRENCY"",       ""FieldName"" : ""BasePrice__c"",       ""FieldLabel"" : ""Base Price"",       ""CompOper"" : ""greater than"",       ""BoolOper"" : null     } ],     ""condExpr"" : ""1"",     ""childFilter"" : null   } }","","","","","","","","","2","","","","","",""
