"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","AttributeGroupId__c","Field__c","Sequence__c"
"a0dE0000000EYBSIA4","0","AT-0000000000","2012-08-29 20:55:05","005E0000001em2EIAQ","2012-08-29 20:55:05","005E0000001em2EIAQ","2012-08-29 20:55:05","","a0bE0000000G4JNIA0","Color__c","1"
"a0dE0000000EYBTIA4","0","AT-0000000001","2012-08-29 20:55:05","005E0000001em2EIAQ","2012-08-29 20:55:05","005E0000001em2EIAQ","2012-08-29 20:55:05","","a0bE0000000G4JNIA0","Vendor__c","2"
